id,socre,doc,result,Precision,,AP
100,0.565552354,"Disappointing. Im giving fb two stars because for awhile I have noticed people I am not associated with have pictures of my daughter on their Facebook. My daughter is only 4 years old. For what ever reason I cannot find where to make my profile completely private. The only things I can see that are private are my about me info and what ever I post/share. My featured photos cant be made private and it really irritates me that fb changed the privacy settings making it impossible for our profiles to be 100% private and inaccessible from people we dont know and arent friends with. Fb used to have better privacy settings that way when you set your profile to private absolutely no one youre not friends with can see your pictures or about me info. The more time passes and the more problems that pop up it makes me think the Facebook company as a whole does not care about its users right to complete privacy from random unknown people on the internet. I mean theres a setting to keep people from looking you up from a search engine hows that actually useful? Its useful in one aspect thats it. Id really like to be able to completely block out anyone I dont know without having to block everyone of those people, thats just time consuming.",1,0.81,0.81,0.71985681
101,0.563854933,"Tyrannical. Facebook is a left wing, free speech hating platform that censors the truth. They also sell your personal information.",1,0.811881188,0.811881188,0.720767943
102,0.562076032,Restrictions. Facebook restricts you for what other people say to you honestly needs new people running it,0,0.803921569,0,0.713701591
103,0.561911285,"Individuals believe that the database and privacy security features can be further improved. Facebook is praiseworthy of bringing convenience to the Internets social platforms, but at the same time there are also some areas that can further improve privacy and information security functions in social and media, and there are better defenses on data platforms.",1,0.805825243,0.805825243,0.714595995
104,0.560397208,"Customer support. I enjoy Facebook. But the customer support is crap. Then ensuring your safety and privacy is a lie. I had my Facebook hacked and so have a bunch of other people. There is no way to directly contact someone and even though several people have reported my Facebook as hacked they still have not done anything about it. The guy who hacked my Facebook is conversating, laughing, and messing with my friends and family including my kid. Thinking this who thing is a joke. I have personal information on my Facebook and they are not protecting my privacy. I am scared for my safety and the information he most liky accessed including my home address. They need to figure out a better system and take care of issues like this immediately. They want to kick people off for petty issues but will not help resolve important issues. Facebook is a good way for keeping in touch with family and friends but they do not ensure your safety or privacy like they say they do.",1,0.807692308,0.807692308,0.715491152
105,0.560008764,Need to fine another place. Facebook is not safe for privacy,1,0.80952381,0.80952381,0.716386701
106,0.559814036,Censorship & Propaganda. If your opinion doesnt fit facebooks narrative theyll get involved. Not really social for social media.,0,0.801886792,0,0.709628336
107,0.5591591,"Ok but it wants to know my personal informations. This app wanted to know what my personal informations are. I only used it to find my family (my Moms side families), but someone is trying to bully my family and me. I wanted her (Heidi) to be removed off from FB, so my family and I would be safer.",1,0.803738318,0.803738318,0.710507868
108,0.559130192,Privacy Nightmare. Facebook wants way too much control over my phone and tracks a disturbing amount of data for what should essentially be just a web browser. Super creepy.,1,0.805555556,0.805555556,0.711387939
109,0.559090614,"Lack of Security. Facebook was very quick in notifying that someone else tried to access my account. However, when I tried to report about the issue, nothing happened. Theres no customer service to make sure they are increasing security and privacy.",1,0.80733945,0.80733945,0.712268229
110,0.558110058,nazi lovers. facebook protects nazis and sells all of your private information,1,0.809090909,0.809090909,0.713148435
111,0.557921588,"Censorship at its worst. This app censors anything Facebook disagrees with.The app listens to your conversations and then feeds you ads based in what you were talking about.It doesnt show your posts to all of your friends, only a few you interact with most.Its basically useless and now a real community.",1,0.810810811,0.810810811,0.714028276
112,0.557657003,Facebook censors. Facebook has independent fact checkers paid for by Facebook. Doesnt sound very independent if you ask me. To the point that they will even fact check actual videos that we see with our own eyes and what we are seeing and why its not true. I am moving to Parler where everyone can post without Facebook censoring everyone. I have officially left Facebook.,0,0.803571429,0,0.707653024
113,0.556552887,Corrupt. Basically a way for women to sell their bodys. I tried reporting a 13 years olds explicit photos that were going viral and they report said it wasnt child pornography? Excuse me like what? Its a underage girl exposing her body for the world and Facebook doesnt find that inappropriate? People can find you using your phone number email or name and none of your info can ever just be kept private.  I had a women call my job one time and pretend to be me because Even tho my information and account is private you can still see where I work my birthday my email and my profile and cover art. They need to relearn the definition of privacy.,1,0.805309735,0.805309735,0.708517242
114,0.555751622,facebook is cancer to society. Years and years of user data collection and privacy issues on a platform that caters to instigation and division.,1,0.807017544,0.807017544,0.70938128
115,0.555585802,"Facebook is just awful now. *UPDATE* after going through the annoying ad section THAT YOU CANNOT TURN OFF I have hidden over 3 thousand ads...and guess what..literally every three posts..every three..there is an ad. And I am talking about very specific stuff Ive talked about in messages like texting and Facebook messenger. So what happened to them not datamining us? Sucker burger is nothing but a lying nazi who is stealing peoples information and selling it to advertisers First of all when Facebook dating came out I LOVED it, 100% better then any other site Ive used. But now me and 100s of others have been getting the error its not you, its us or try taking a break. I would come on after 1-2 days and click like on one person and instantly get that error. Ive uninstalled the app, updated the app, logged out and in, cleared the cache and still have it after a week. USELESS Second the people who run the app of looking at the reports are useless, there was a picture of a penis on my news feed and when I reported it I got a this doesnt go against community standards. People posting brand new pages that are completely fake, advertising they are a celebrity or doing a give away and to give their credit card info. Facebook allows people to be scammed and their support team will allow these pages to stay up and will not take the reporting seriously. Third which is the biggest...THE ADS Oh god there is at least 3 ads in everyones videos, literally every time you scroll down after 3 posts from friends there is a sponsor ad. There is NO option to hide all ads, no option to skim them down. They have a section where you can hide certain ads but guess what...the moment you do that it will replace that ad with another one. This site clearly still is using peoples private information, its allowing people to get scammed and its allowing people to make threats, post nudity and pick and choose what to ban. Actually my friends account got banned for saying god bless your family and he was banned for a week. I told him he should make a law suit against Facebook for religious sensory This app has went downhill more and more, something needs to be done about this crappy social network.",1,0.808695652,0.808695652,0.710244883
116,0.554192483,I just hate Facebook. Its about privacy. At this point Im using it because forced by coworker and my job.,1,0.810344828,0.810344828,0.711107814
117,0.554078281,"Easy Access, Uncensored, and Unprivate. I give one star to FACEBOOK, because any knowledgeable hacker can hack your profile on this website it is NOT PRIVATE it can be easily accessed of your account your PICTURES, your IDENTITY and any messages sent via MESSENGER can be accessible on FACEBOOK so if your looking for privacy my suggestion and advice dont seek SOCIAL MEDIA.",1,0.811965812,0.811965812,0.711969848
118,0.552829385,"Feed mess, privacy mess, profit first mess. The FB/Meta platform doesnt create goodwill towards the community.  Instead, privacy breakdowns and lack of transparency to its valued assets, people, are not followed.  This issue is across their entire product line.  They havent proven themselves as trustworthy and dont make themselves accountable internally.",1,0.813559322,0.813559322,0.712830776
119,0.551403403,Thieves. Facebook is just inherently an immoral company and congealment of people. Zuccerberg has a god complex and his private property and wealth should be expropriated and Facebook nationalized as communications infrastructure,0,0.806722689,0,0.706840601
120,0.55085206,"Private accounts. Although I dont use Facebook that often, I seriously do not understand why it is so difficult to private your account. Its like they dont want you to have privacy? Going into every tab and every little crevice of this app just to be able to private my account and I seriously cant find it. So annoying, wish it was easier.",1,0.808333333,0.808333333,0.707686374
121,0.550837159,"Ehh. Ive been using Facebook religiously since 2009, back in July someone hacked my Facebook and Instagram, since they were intertwined, and there was NO physical way for me to get it back since they changed my email, password, and number. When reported I get a notification on my new facebook saying that someone reported the profile because theyre claiming/ pretending to be me but then yall reply saying that they are me and they didnt cross any community guidelines. They had been sending a picture of my drivers license to people through messenger trying to scam them and Ive received messages being cussed out because my old profile ripped them off. Really only keeping it around because thats how I keep up with friends since theyve gone all over the place since graduation. I lost pictures, conversations with friends that have passed, and things that Ive been sharing/ memories I had made as statuses over the last 12 years. If yall want it poppin like it use to be, you need to take what complaints are out there into consideration and fix it. Also need to monitor for scammers when reported and do something about it.",1,0.809917355,0.809917355,0.708531258
122,0.5503124,"Major privacy concerns. Besides the annoying repetitive ads, major major major privacy invasion Why would you want Fb to see your offline activity? Sounds psychotic to me They can see everything outside the usage of app such as all private conversations, calls, bank apps, etc. It is a NO for me, mind boggling to say the least.",1,0.81147541,0.81147541,0.709375063
123,0.549876809,"Should be criminal activity. Blatantly tries to steal your user data to seek for a profit. Im not saying other websites dont do the same, but Facebook goes farther and acts more entitled than any other group/company I can think of.",1,0.81300813,0.81300813,0.710217608
124,0.548479676,Worst Propaganda App Ever. Dont waste your time. FB censors everything and if you disagree with them or their motives and opinions youll be banned.  And they keep all of your photos and personal information for their use even if you try to delete your profile. No privacy,1,0.814516129,0.814516129,0.711058725
125,0.547962368,"Stirring the cauldron of hate. Facebook and Mark Suckerberg care nothing about you, despite what they might say. They dont care about your privacy, they dont care about the pandemic or the political dangers from extreme right, despite the fact that these things are cancers in our society right now. They dont even care about foreign intervention in our countrys institutions. They will do the bare minimum when they are called out by Congress or start feeling the heat from their advertisers, but lets face it: They just dont care about anything but money and power. As long as you understand that, make your own decision on whether you want to use any of their apps. Im so tired of seeing cultural bloodbaths in the comments section of every post, and tired of them lying about their privacy policies while continuing to collect and sell as much data as they possibly can, I finally broke the habit and scrubbed all Meta apps from my iPad, iPhone, and iMac. No more Suckerberg in my life.",1,0.816,0.816,0.711898255
126,0.546889722,"Allows scammers and porn. Ive seen porn and links to porn sites and masses of scammers posting ads for spell casters, catfishyou name it. Any scam or fake or inappropriate garbage is all over Facebook. & if you call them out, YOU get your account restricted (fb jail) like I did What logic. Facebook is garbage and whatever will become of the new Meta is a huge mistake. Delete it altogether, PLEASE",0,0.80952381,0,0.706248269
127,0.546481013,Steals Information. Making Facebook required to run devices and apps owned by the user while Facebook steals private information should be illegal.,1,0.811023622,0.811023622,0.707073272
128,0.546343565,"Untrustworthy. Facebook is creepy, immoral.",0,0.8046875,0,0.701549262
129,0.545946658,"Leave us alone. I think Facebook has the nosiest staff. I guess thats why they work for Facebook. I dont want to see your incompetent fact checking. I dont care how celebrities feel about covid, masks or vaccines. I dont need a covid info fact sheet every time someone is sick. WE ALL KNOW ALREADY Unless someone has been living under a rock for the last year and a half, we already know You are tech people- not scientists, not social workers, not doctors, stick with what youre good at - tech and playing video games in your mamas basement.",0,0.798449612,0,0.696110895
130,0.545841157,"People blackmailing you and online abuse. Recently someone uploaded pictures of my cousin, wrote a long paragraph blackmailing her, degrading her and constantly kept exposing her. We all filed a report for the post but Facebook just kept shoving it in our face that it doesnt go against community standards. Done right there",0,0.792307692,0,0.690756196
131,0.545354903,"Commie propaganda. Facebook has fallen victim to the commie propaganda. They fact check things, without any facts behind it. Hide the truth from the people. Cover for politicians when they mess up. And spread lies they try to push off as facts. You should all be ashamed of yourselves.",0,0.786259542,0,0.685483248
132,0.544845939,"Propaganda From A Billion Dollar Corporation. I just want to see the people that I followed/liked/friended, and can tolerate ads, but facebook has now intrusively decided that I dont known anything about American History or Climate Change and that they need to quiz me on it in the middle of my feed. Who cares? This is a social media app, not a political or educational one. Finally going to delete my account.",0,0.78030303,0,0.680290193
133,0.544584453,"Censoring everything. A terrible app. I used to be able to share valuable information, now Facebook thinks everything is threat so I can no longer share journalism from people Facebook disagrees with. Horrible.",0,0.77443609,0,0.675175229
134,0.544062674,Zero privacy. Zuckerberg has the money/power to do what he wants with our information think about it,1,0.776119403,0.776119403,0.675928544
135,0.543360412,"Zero customer care. Like many, my FB account was hacked and it was an absolute violation of my privacy.   Facebook allows hackers to advertise, then steal your account, and Facebook does NOTHING.  Facebook / Meta whatever he calls his company - is the worst of the worst of the worst.   Would NEVER do anything Zuckerberg offers again.  Lesson learned.",1,0.777777778,0.777777778,0.676682983
136,0.543342471,Read. Facebook used to be great and simple of course there would be a few bugs and things but it wasnt bad the algorithm has gone awful you cant make things private anymore you used to be able to keep your personal things personal and not just entirely public even though it is a public app there should be better limitations especially for peoples family you should have better options for what you can and cannot do you used to have a choice now its either put everything out there or nothing at all i myself have used it for years its sad to see it go so far downhill and many other people have said so and its still going unnoticed facebook do better if your going to download it you should know the risks upfront,1,0.779411765,0.779411765,0.677438342
137,0.543131232,"Facebook is garbage. You are the product, not the customer.",0,0.773722628,0,0.672493536
138,0.542062223,No privacy. I wouldnt download useless you want to be tracked by Facebook,1,0.775362319,0.775362319,0.673238962
139,0.541868687,Horrible when requesting help. My account was hacked and all the options they gave was no help. Once people change your profile information there is nothing Facebook does. Ive never seen a company have no tech help you can call foe assistance. If there is a phone number it is not easy to find. I will limit my Facebook use to next to nothing outside of a Facebook live video that is done. But outside of that I will not recommend fb to anyone and will warn everyone I know.,1,0.776978417,0.776978417,0.673985289
140,0.540654957,Tony p. Apple made it so permission is needed to track what I look at on other sites yet its pretty obvious youre not following this. I like what Facebook fundamentally stands for originally but its getting to the point where the constant tracking of everything I look at is getting old how about a reply from you explaining this,1,0.778571429,0.778571429,0.674732333
141,0.539963901,"I dont understand. Besides basically our full life, as you already have to AOL, xanga, MySpace. This app is ideal for Facebook interactions. You have full control of what you getNotified for all privacy settings etc. formed with meta-there are more things that you can do and control ultimately you pay a price to have full control but I dont understand the issue knowing that youre On social media a public domain. Facebook is great on browser and app and I prefer the app because of the updates I prefer the browser because of the old formation that is still available that very much helps with networking. Give it a chance",0,0.773049645,0,0.669946997
142,0.539658487,No privacy. I do not trust this social media site.,1,0.774647887,0.774647887,0.670684327
143,0.539585769,"Censorship. If you love to be told what to believe, have your beliefs swayed by elitist morons, and have your opinions and facts censored, Facebook is the app for you.FB is a communist platform that only allows the mainstream narrative.",0,0.769230769,0,0.665994227
144,0.536880374,Sensorship. Facebook deactivated my account because I said this Imagine spying on the trump campaign then lying to the American people about it.,0,0.763888889,0,0.661369267
145,0.536569536,Facebook/Meta. This FB was designed to spy on people.  It has evil roots and everyones info is being gathered to further do damage to our world,1,0.765517241,0.765517241,0.662087529
146,0.535869062,"Cesspool of Lies and Fake news. Cesspool of lies, politics, fake news, threats, sex and pornography, illegal immigration business and people fighting over their own 2 cents, political views and personal feelings. This social media can be used for so many illegal activities. I once reported an account of my friend that was made a copy and have been requesting us to accept her friend request and been asking for money but she said its not actually her and its been using all her details from name to photos. So what we did was report it to Facebook and the Goddamn reply was this dis not go against Facebook policy That blew me off",1,0.767123288,0.767123288,0.662806952
147,0.535321653,Intrusive. I dont feel my privacy is valued. But everyone insists on doing everything on Facebook so either I download it or be left out of everything.,1,0.768707483,0.768707483,0.663527364
148,0.534850001,No privacy. You legit cant uninstall it with some devices and it finds profiles of my family even when I dont add anything in my profile for them to find my family members,1,0.77027027,0.77027027,0.6642486
149,0.533194959,Its Facebook. They want to sell your personal data and ruin your life.,1,0.771812081,0.771812081,0.664970502
150,0.528945804,Censorship and ads. I dont use Facebook much anymore. Their censoring and phony fact checking ends any discussion of the high-impact issues. Even murmuring to yourself gets you a bunch of ads related to what you murmured about.  I still post pictures of vacation and the dogs.,0,0.766666667,0,0.660537366
151,0.526379764,"Censorship, Propaganda and Ads. Facebooks main product is their users time. Its getting old.",0,0.761589404,0,0.656162946
152,0.525173843,Privacy. The reason for this is because Ive seen myself on peoples pages that I dont even know And I cant make my account private,1,0.763157895,0.763157895,0.65686686
153,0.523159564,"STUPID SPY APP. I dont even have the real version of FB anyways since certain monitoring services has decided that they dont want my posts to be shared. However, for those that I am able to reach. I needed to put it out there to those platforms and share it with another consciousness. Nope dont need validation, just wanted to make sure things are on record.",1,0.764705882,0.764705882,0.65757169
154,0.521981716,Censorship. Facebook will censor your communications and inundate you with leftist propaganda.,0,0.75974026,0,0.653301744
155,0.52184391,DONT USE THIS APP. Not only will they censor what you believe in. Facebook sells your information which can lead to fraud calls or even death threats,1,0.761290323,0.761290323,0.653998445
156,0.520945668,"Facebooks CEO,admins, ignorance and carelessness. Facebook is not safe anymore. Nobody can have personal online privacy without local or unknown people placing their force fed unwanted advertising or personal blogging junk on others newsfeeds. Nobody can express themselves and their entitled opinions anymore without someone feeling so offended that they have to cry like a little 5 yr to Facebook admins as if the sky was about to fall on them. Facebooks community standards are nothing but a joke. Whats the purpose of having Facebook, Twitter and so on if one cant enjoy themselves safely and securely?",1,0.762820513,0.762820513,0.654696022
157,0.520759344,"Scammers Allowed. Even if you report a fake profile, Facebook will do nothing. So many scammers",0,0.757961783,0,0.650525984
158,0.520576894,"Censorship. It is utterly evil that Facebook is banning certain information that could help save lives or educate the population to question the narrative in masks, vax, natural immunity, or even CDC and FDAs own data that proves harm is being done Evil empire this is.",0,0.753164557,0,0.646408731
159,0.512920022,"Facebook intelligence. Facebook is using my camera, keyboard, restricting and modifying any information or news I receive. Its pretty funny how the number one social media app in the world is a tool to actually limit our human constitutional rights. People need to wake up.",1,0.754716981,0.754716981,0.647089915
160,0.512867808,Worst social media platform of all time. Facebook has fact checkers that lie and hide real truthful news. They block you from posting for days on end for sharing anything that does not fit their policial agenda.  Their stock has plummeted.  Thank god everyone is leaving.,0,0.75,0,0.643045603
161,0.512412727,Show the Others. To many updates for Facebook to not be able to show the others that view your stories. Facebook show the others name so we can know who is watching us,0,0.745341615,0,0.639051531
162,0.511147499,"Negative 5 stars  WARNING. Stay away from this app and messenger.Do you think messenger is private?Think again, Facebook monitors all conversations.If they have your credit card information, they will sell it.They look at your private photos.Nothing is private.This is a corrupt company that should be shut down.DO NOT GET THIS APP or ANYTHING ELSE that has any affiliation with FACEBOOK.",1,0.74691358,0.74691358,0.639717346
163,0.510412335,"FB has gone down hill. Interesting how Facebook can link all your personal data to everything out there leaving you wide open, but when it comes to censoring information ? They try to force their beliefs and opinions  on you that are not based on facts or science.  They rely on Google for information? Google is also owned and controlled by those with an agenda. Dont believe me? Learn how to research. Its the epitome of hypocrisy.  Facebook cannot differentiate between real journalism and hyperbole and try to force their opinions on you. How old do you have to be a FB user and yet we are treated like 5 year olds. Punishments are common for posting against their political ideologies disguised as community standards. Whose community? Not mine.   It is mind blowing how some can be fooled by the floral language. Seems like Facebook is owned by the Chinese Communist Party. So sad. Communism paints a glorious picture of living in an ideal society but history proves time and again that dictators love control, power, and oppressing those beneath  them.   If I could give negative stars, I would.",1,0.748466258,0.748466258,0.640384517
164,0.508961022,Liability. Facebook censored information about the origin of Covid and actually banned users for speaking the truth.I would give Facebook zero stars if I could.,0,0.743902439,0,0.636479734
165,0.505278647,Too much publicity. Facebook is a tool for selling and censorship,0,0.739393939,0,0.632622281
166,0.504216433,Help me understand. Why do I need to provide my card information to redownload Facebook? I dont make purchases from it so why does it need my account information to login???,1,0.740963855,0.740963855,0.633274941
167,0.501092255,"Stalkers. I dont like the data linked to me you are tracking and selling to others. Deleted Facebook, Messenger, Instagram and WhatsApp. Will keep using more decent apps like Signal and Twitter. At least they dont spread conspiracy theories and misinformation like Facebook does.",1,0.74251497,0.74251497,0.633929073
168,0.501048326,Should be called spy book. All they do is spy on you selling your information to other companies. As soon as you look something up you start seeing advertisements on Facebook immediately for what you just looked up. If you disagree with anything they say they claim you go against community standards and put you in jail. But they dont absolutely describe what the community standards are as they change minute by minute.,1,0.744047619,0.744047619,0.63458454
169,0.499701679,Violations of Privacy for Starters. Be careful what you Google. I googled a mild anti-depressant. Then my feed was flooded with all kinds of anti-depressant ads suicide health info etc. Why do I get ads for dating apps when my profile says Im married?I got 2 warnings in 1 day. One was from a private group I created 2 years ago a support group for sp ed parents. It never took only a few posts in it and then it was dormant for over a year. I got a warning over this and there was nothing that bad in it. Conversation I had been going on all day and my friend was out to dinner and it continued on FB and others jumped in. I made the last comment there are many laugh emojis. I was told it went against their standards and they removed it. I follow 2 politicians. I see the nastiest stuff but they dont do anything about that. I reported when I saw that someone called someone s fng c. Checked a couple days later. Still there   If you see an item such as a T-shirt you look at then flooded with more T-Shirt ads I purposely cut my friends list down to just under 60. Enough of the drama. I staying in touch with friends and family not in the area and local family during the pandemic. Sharing pictures. Constantly have to scroll to find this. I was staying on Bc our school PTO puts out info or parents can ask questions.Are they even violate the privacy of that Public schools To answer someone above there is no technical support. You have to try to find the answer on the Internet.Maybe instead of spending so much time in feeding our privacy they could use that time more wisely and create technical support. Im done as soon as my family and I find a better way to stay in touch. Looking like text/email.Instagram is better but not by much,1,0.74556213,0.74556213,0.635241212
170,0.498478979,So much for freedom of speech. I dont understand why we cant post what we want on our own pages when there are pros and cons in every subject But Facebook only allows you to put what they want you to put,0,0.741176471,0,0.631504499
171,0.495249987,vr. i dont want any of my social media connected to my facebook. it uses my real name which is personal information. it makes everything more difficult on the oculus 1/10,1,0.742690058,0.742690058,0.632154707
172,0.493272752,"Im deleting Facebook. Facebook has become way too invasive, and sells your personal information. Delete this crap basket while you can. I am.",1,0.744186047,0.744186047,0.632806052
173,0.492833376,"What gives?. I was sent inappropriate pictures by a male pretending to be a female the other day and I reported the account as a fake account and was told you will not do anything about it? I have reported a few different accounts now and one thing that always bugs me is that I can not give a reason as to why i feel the account needs to be reported outside of your very limited select one option choices.I am one of many people who do network marketing as well as use fb as a way to keep up with my friends and family, I would greatly appreciate it if you could actually fix your bugs and stop allowing your political standings to be a part of deciding what is and isnt allowed to be posted/deemed as reason to report accounts. I agree with many of the other complaints, that Facebook used to be a fun place where i could share my thoughts and rant on whatever i wanted to without fear of (will this be accepted by their political mindsets?) politics should not be able to run a social media platform like this, especially one that is supposed to be a safe place for all. Get your act together Facebook.Also can you do something about the bugs??? Fb is taking forever to load and comments are not posting plus I cant react to anything at all in my newsfeed .",0,0.739884393,0,0.629148214
174,0.490621179,"IT COULD BE REAL SIMPLE. Simply let the PEOPLE decide who and what THEY do & dont want to see & hear,.... the PEOPLE can Delete & Block.     The only thing FB needs to control, is abject violence and sexuality, - visuals of any torture, visuals of any sex-act.   The rest is up to the PEOPLE,.... let the ACCOUNTS/USERS  eliminate bad language, and ugly politics, and advertisements, and extremisms, from THEIR OWN TimeLine & NewsFeed.      FaceBook need NOT spend any extra time & money on censorship;    YOUR (FB) personal opinions are unwanted.   Let your CUSTOMERS make these decisions",0,0.735632184,0,0.625532419
175,0.490061909,"CUT OUT THE DRAMA. Remove the following online activities and behaviors immediately. 1. Harassment, discrimination, retaliation.  2. False reports, attention-seeking.3. Scams and cons.4. Require identity verification and background checks for those new users or current users who knowingly abuse their privileges to use Facebook and its affiliated platforms to abuse other users, groups, businesses, or government offices; and vice versa. 5. Implement a zero tolerance policy for any and all violations of these mandatory new requests to Facebooks policies and procedures. 6. Permanently stop tracking all current and new users whether they opt-in or out of Facebook tracking. 7. Implement secure biometric login utilizing all the current mobile and computer manufacturers individual device biometric settings. 8. Improve the overall security and privacy of Facebook and its affiliated platforms to enhance the experience for all users regardless of age, cyber-knowledge, or frequency of social media platform usage.",1,0.737142857,0.737142857,0.626170193
176,0.487633646,"I hate that I need it. Facebook steals all my personal information but because of business, I have no choice but to use it. If youre a manager please try other apps for your work groups.",1,0.738636364,0.738636364,0.626809206
177,0.485595554,Yikes. The company tracks you and sells your personal information. Plus will censor you like crazy. Good bye free speech,1,0.740112994,0.740112994,0.62744934
178,0.48542279,"HAD TO COME BACK AND GIVE ANOTHER 1 star REVIEW. Facebook use to be a place where you can be yourself, express yourself, and have fun on a ENTERTAINMENT APP. Facebook not even for entertainment anymore. They take everything extremely too serious. You cant quote anybody especially if they say something thats out of the regulations of Facebook. Facebook use to be a app I use to come to for entertainment and JUDGEMENT FREE zone. Now I dont even feel safe with posting. If you re share a post that was false information but you didnt know, they put your account in warning or restricted status. SINCE WHEN DID FACEBOOK BECOME SO SENSITIVE????",0,0.735955056,0,0.623924344
179,0.477329761,"Left leaning. Facebook collects too much information on its users. Also censors what THEY deem false information yet doesnt give the user any room to prove their argument. Labeling content false for all to see.   This is supposed to be a social platform, NOT a newspaper",1,0.737430168,0.737430168,0.624558455
180,0.477234274,"Social Media. Facebook is trash, your life will infinitely be better once you remove it from your mobile device.",0,0.733333333,0,0.621088685
181,0.475937098,Invade privacy. It takes some of my information,1,0.73480663,0.73480663,0.621716961
182,0.475421607,Privacy Issue. They are selling your data and targeting you with ads. Grave culture within the company.,1,0.736263736,0.736263736,0.622346339
183,0.473653138,"SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. NO MORE SOCIAL MEDIA FOR ME, THAT INCLUDED WHATSAPP AND INSTAGRAM.",1,0.737704918,0.737704918,0.622976714
184,0.472039789,"They dont value Truth. The fact is Facebook has become something I dont think it was ever intended to become, the app is trash, tons of technical issues and these people swear they are rulers of all freedoms. Its okay though because before they know it their perception of themselves will become what truly is, and thats nothing but a freaking social media app. Check your ratings here it speaks for itself.",0,0.733695652,0,0.619590971
185,0.472008526,. Promoting ones on agenda by using bogus fact checkers that need their own facts checked. Facebook is run by fascists.,0,0.72972973,0,0.616241831
186,0.469182223,BoomerBook. Facebook allows bigotry and false information.,0,0.725806452,0,0.612928702
187,0.464928687,privacy. Its have zero privacy,1,0.727272727,0.727272727,0.613540168
188,0.461702704,"Help me out. Facebook, you can change the culture, facilitate revolutions in foreign countries, influence US elections, and be the sole arbitrator for what content can be seen on your communication tool that is used by millions around the globe, but you cant help me to regain access to my FB account that has been hijacked by someone using a hotmail account despite my following all of your protocols.",1,0.728723404,0.728723404,0.614152845
189,0.459273964,Invasion of privacy. Too much personal information being exploited,1,0.73015873,0.73015873,0.614766632
190,0.45688206,Privacy on posts. I do not understand why my privacy option in settings on who sees my posts was taken away. I should not have to go into each post and manually change the audience. I now see why Meta is under investigation. Yet you claim to be so secure for people. Obviously that was a lie.,1,0.731578947,0.731578947,0.615381434
191,0.450606436,Evil to the core. Facebook is trying to delete all their skeletons in the closet right now. servers down hours after Frances Haugen blew the whistle. We may never know the full extent of how bad it actually got over there. May these privacy invading pioneers of misinformation and censorship get what is coming to them at long last.,1,0.732984293,0.732984293,0.615997156
192,0.445001662,"Nothing but Ads. I have a lot of friends and it takes me awhile to update myself on the news feed. The problem is, for every one of my friends post, there's and Ad, and I have been hiding them and they come back. This app should be called Adbook. There's no social media here.",0,0.729166667,0,0.612788837
193,0.440640301,Breach of privacy. This app makes me feel like my information isnt safe. Like looking through my DMs or something.,1,0.730569948,0.730569948,0.613399102
194,0.43621403,no privacy . no privacy for what do you need from,1,0.731958763,0.731958763,0.614010234
195,0.43547973,Privacy and censorship. Meta has turned into a place with no privacy and no freedom to think for yourself.. it is not a safe place. Your personal information gets shared for their profits. No thank you. I will find another app.,1,0.733333333,0.733333333,0.614622148
196,0.432518125,Facebook from George Orwell. This site is politically biased and will censor anyone with a opinion that varies from the globalist agenda they will allow you to be threatened insulted and allow your image and info to be taken and used against you there is little or no customer support and they encourage harmful content as long as it pushes their views,0,0.729591837,0,0.61148632
197,0.426212668,"Dictature. This Facebook with media control is just like a dictator, I m thinking that I can find my way on informations without this fake news Covid",0,0.725888325,0,0.608382329
198,0.416384906,No privacy. Also they dont watch the content close enoughLots of inappropriate content that is not taking down even if reported,1,0.727272727,0.727272727,0.608982785
199,0.412686318,"no newsfeed. i haven't been able to see my newsfeeds for more than 3 months. i have reported it every day & there's no record of my reports. i have tried app & desktop. nothing. updated my app. nothing. i even tried uninstalling & reinstalling. nothing. if i can't see my friends updates, what's the point?  what kind of social media is fb if you can't be social with ANYONE? ready to move on to a different source of social media.",0,0.72361809,0,0.60592257
200,0.388432294,"They need to protects the users more. Yeah the amount of scammers and hackers on there is unreal, and I recently lost my Facebook to a hacker and now I just have no idea how to get it back or make a new one I cant find a phone number everything seems overly complicated to try and get help especially when you just lost all your info to a random person that decided they want your acount just to delete it or to harass the people I know puts a bad image on my name",1,0.725,0.725,0.606517958
