id,socre,doc,result,Precision,,AP
61,0.433145434,"Big Brother is always watching you. Everything you do on this platform, you are being watched. Your data is gathered to use against you. Facebook, Meta, whatever you want to call it, passes major privacy laws. Do what you will with that information.",1,0.803278689,0.803278689,0.685152022
62,0.429932654,"FCc. You are not allowed to track personal details on our accounts. I am reporting facebook and all the requests to review things that don't work.  I hide things and it doesn't work, disable doesn't work basically Facebook is old and nothing works goodbye FB done had to give a star or it wouldn't post. I would give negative 500000",1,0.806451613,0.806451613,0.687108467
63,0.429845572,"Allows scammers and porn. Ive seen porn and links to porn sites and masses of scammers posting ads for spell casters, catfishyou name it. Any scam or fake or inappropriate garbage is all over Facebook. & if you call them out, YOU get your account restricted (fb jail) like I did What logic. Facebook is garbage and whatever will become of the new Meta is a huge mistake. Delete it altogether, PLEASE",0,0.793650794,0,0.676201984
64,0.428804874,"This is a problem. Why are other people allowed to share MY post/photo but I cant see it because of THEIR privacy settings? How does that make any sense when its my content to begin with? How do I know Im not being bashed or made fun of? If someone shares my stuff, I should be able to see it. Period. Bye.",1,0.796875,0.796875,0.678087499
65,0.428621024,Facebook from George Orwell. This site is politically biased and will censor anyone with a opinion that varies from the globalist agenda they will allow you to be threatened insulted and allow your image and info to be taken and used against you there is little or no customer support and they encourage harmful content as long as it pushes their views,0,0.784615385,0,0.667655384
66,0.424987823,Horrible when requesting help. My account was hacked and all the options they gave was no help. Once people change your profile information there is nothing Facebook does. Ive never seen a company have no tech help you can call foe assistance. If there is a phone number it is not easy to find. I will limit my Facebook use to next to nothing outside of a Facebook live video that is done. But outside of that I will not recommend fb to anyone and will warn everyone I know.,1,0.787878788,0.787878788,0.669476951
67,0.42359373,"Help me out. Facebook, you can change the culture, facilitate revolutions in foreign countries, influence US elections, and be the sole arbitrator for what content can be seen on your communication tool that is used by millions around the globe, but you cant help me to regain access to my FB account that has been hijacked by someone using a hotmail account despite my following all of your protocols.",1,0.791044776,0.791044776,0.671291396
68,0.423590064,Shame on FB. Facebook is not a place where you can express your views freely.  You can express what FB fact checkers deem facts.  They control what you see and hear.  It is a dangerous threat to our democracy to have this social media platform able to mold our perception of the world.   All social media platforms need oversight by a third party to ensure freedom of speech.  Bad,0,0.779411765,0,0.661419464
69,0.422705978,"Individuals believe that the database and privacy security features can be further improved. Facebook is praiseworthy of bringing convenience to the Internets social platforms, but at the same time there are also some areas that can further improve privacy and information security functions in social and media, and there are better defenses on data platforms.",1,0.782608696,0.782608696,0.663175829
70,0.422402978,American-patriot. Facebook is a criminal organization who will use our information to spy and find who we are so they can censor everything we say know all about us because of our pictures and everything we say,1,0.785714286,0.785714286,0.664926379
71,0.419458181,"Ok but it wants to know my personal informations. This app wanted to know what my personal informations are. I only used it to find my family (my Moms side families), but someone is trying to bully my family and me. I wanted her (Heidi) to be removed off from FB, so my family and I would be safer.",1,0.788732394,0.788732394,0.666670125
72,0.419317067,"Facebook doesnt care about your security. I can report obviously fake profiles posting scam links & or malware, and every time they decided not to take the profile down.  The company consistently puts users and their information security at risk by their poor business practices and standards.",1,0.791666667,0.791666667,0.668406189
73,0.418642551,Violations of Privacy for Starters. Be careful what you Google. I googled a mild anti-depressant. Then my feed was flooded with all kinds of anti-depressant ads suicide health info etc. Why do I get ads for dating apps when my profile says Im married?I got 2 warnings in 1 day. One was from a private group I created 2 years ago a support group for sp ed parents. It never took only a few posts in it and then it was dormant for over a year. I got a warning over this and there was nothing that bad in it. Conversation I had been going on all day and my friend was out to dinner and it continued on FB and others jumped in. I made the last comment there are many laugh emojis. I was told it went against their standards and they removed it. I follow 2 politicians. I see the nastiest stuff but they dont do anything about that. I reported when I saw that someone called someone s fng c. Checked a couple days later. Still there   If you see an item such as a T-shirt you look at then flooded with more T-Shirt ads I purposely cut my friends list down to just under 60. Enough of the drama. I staying in touch with friends and family not in the area and local family during the pandemic. Sharing pictures. Constantly have to scroll to find this. I was staying on Bc our school PTO puts out info or parents can ask questions.Are they even violate the privacy of that Public schools To answer someone above there is no technical support. You have to try to find the answer on the Internet.Maybe instead of spending so much time in feeding our privacy they could use that time more wisely and create technical support. Im done as soon as my family and I find a better way to stay in touch. Looking like text/email.Instagram is better but not by much,1,0.794520548,0.794520548,0.670133782
74,0.415037036,Facebook is not a good company. Gathering info on its client base and selling this information to the highest bidder is an evil practice. Facebook is a company that takes advantage of its users and attempts to manipulate public opinion and police thought. Screw these guys,1,0.797297297,0.797297297,0.671852208
75,0.414190918,"Facebook the worst social media app. This app or better, this company more and more wants to spy on us, last to have access to our documents. Pat in the end to sell them, more and more they want to control their clients according to how they want to protect our information, everything is a lie.",1,0.8,0.8,0.673560846
76,0.413577855,"Stalkers. I dont like the data linked to me you are tracking and selling to others. Deleted Facebook, Messenger, Instagram and WhatsApp. Will keep using more decent apps like Signal and Twitter. At least they dont spread conspiracy theories and misinformation like Facebook does.",1,0.802631579,0.802631579,0.675259145
77,0.408932805,Garbage. Facebook is no longer safe in any way Dont put up pictures because they are now property of Facebook and you no longer have rights (even a picture of your own child). Any information is sold about you to whoever wants to pay or it. COMPLETE SECURITY BREACH,1,0.805194805,0.805194805,0.676946621
78,0.406357139,"SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. NO MORE SOCIAL MEDIA FOR ME, THAT INCLUDED WHATSAPP AND INSTAGRAM.",1,0.807692308,0.807692308,0.678622848
79,0.402946413,They just care about selling your personal info. All they care about is how much of your personal information they can gather and sell. Facebook has went way downhill since it first started I only used it mainly for selling on marketplace and business networking but now i wont even be using it for that after they removed my latest marketplace item for no reason when i have been buying and selling on marketplace for years and have a 5 star rating Facebook is worthless,1,0.810126582,0.810126582,0.680287452
80,0.402215123,"Really????. Really Facebook? Now your popping up a box to share a world wide news story to a closed private group. First I don\'t need to be told to share or not. I\'m old enough to decide that for myself. Secondly if I shared a news story to a private group that has nothing to do with that group, it would be deleted and I would be kicked out of the group. What a stupid stupid recommendation. Get with it.",0,0.8,0,0.671783859
81,0.398231715,Snoops on private data. Sick of things I text about or talk about showing up in ads on Facebook. I have tracking turned off.  Sick of the creepiness. Isnt it illegal to steal this data?,1,0.802469136,0.802469136,0.673397257
82,0.397853732,Not forthcoming on the apps privacy risks. Facebook is supporting human trafficking. We have been trying to locate my sister that has been trafficked through Facebook overseas. Facebook has been non compliant with authorities in our investigation. Facebook is a criminal enterprise.,1,0.804878049,0.804878049,0.675000681
83,0.395516723,Facebook censors. Facebook has independent fact checkers paid for by Facebook. Doesnt sound very independent if you ask me. To the point that they will even fact check actual videos that we see with our own eyes and what we are seeing and why its not true. I am moving to Parler where everyone can post without Facebook censoring everyone. I have officially left Facebook.,0,0.795180723,0,0.666868143
84,0.395019501,"Facebook reality. Facebook has changed a lot now, they  try to control what you see and share, they restrict your account when they feel or want to without you making something bad, wish we could be free to share our thoughts like we used to do before.",0,0.785714286,0,0.658929237
85,0.393934816,"Left leaning. Facebook collects too much information on its users. Also censors what THEY deem false information yet doesnt give the user any room to prove their argument. Labeling content false for all to see.   This is supposed to be a social platform, NOT a newspaper",1,0.788235294,0.788235294,0.660450484
86,0.393112749,"Facebook has 0 support and steals your information. I tried to make a Facebook account and it said my birth name wasnt real, so when I tried to click on the support option it tried to make me give them a picture of my ID with fine print saying theyll keep my ID in their database. There is no way around this because Facebook has 0 contact methods including phone calls, live chat or even email. Pathetic",1,0.790697674,0.790697674,0.661964987
87,0.39279595,Beware of Being censored. Anything that you might share regardless off being true or not Facebook will censor if they find it not to be true. Keep doing it &amp; you will be thrown out of Facebook.,0,0.781609195,0,0.654356194
88,0.390171021,"Feed mess, privacy mess, profit first mess. The FB/Meta platform doesnt create goodwill towards the community.  Instead, privacy breakdowns and lack of transparency to its valued assets, people, are not followed.  This issue is across their entire product line.  They havent proven themselves as trustworthy and dont make themselves accountable internally.",1,0.784090909,0.784090909,0.655830452
89,0.387520432,Facebooks Inability to Privatize Profile Is Disgusting. The fact that they allow photos of my kids out float out there without my permission is absolutely horrendous. The photos are not from any family members. They are school pictures that allow name labeling without our permission.Facebook will sell your data to the next highest bidder. Run away from this app.,1,0.786516854,0.786516854,0.657298838
90,0.387176275,"Should be criminal activity. Blatantly tries to steal your user data to seek for a profit. Im not saying other websites dont do the same, but Facebook goes farther and acts more entitled than any other group/company I can think of.",1,0.788888889,0.788888889,0.65876095
91,0.386094749,"Zero customer care. Like many, my FB account was hacked and it was an absolute violation of my privacy.   Facebook allows hackers to advertise, then steal your account, and Facebook does NOTHING.  Facebook / Meta whatever he calls his company - is the worst of the worst of the worst.   Would NEVER do anything Zuckerberg offers again.  Lesson learned.",1,0.791208791,0.791208791,0.660216421
92,0.385527343,Facebook is a scam. They dont stand by their privacy and security at all. My profile got hacked that I had for 12 years and I reported it at least 30 times and every one of my friends on Facebook reported it. And Facebook did nothing about it. Never deleted the page or anything and I had a lot of personal information that the hacker used trying to spam others that where friends with me on Facebook.,1,0.793478261,0.793478261,0.661664919
93,0.384939253,"Censorship. If you love to be told what to believe, have your beliefs swayed by elitist morons, and have your opinions and facts censored, Facebook is the app for you.FB is a communist platform that only allows the mainstream narrative.",0,0.784946237,0,0.654550242
94,0.384068638,"Facts. Facebook does not like you telling the truth, facts dont matter to them If its untrue its a fact for Facebook Its being run by idiots, who get butt hurt over the littlest thing My two-year-old grandchild is more adult than the people running Facebook",0,0.776595745,0,0.647586942
95,0.381779343,"They need to protects the users more. Yeah the amount of scammers and hackers on there is unreal, and I recently lost my Facebook to a hacker and now I just have no idea how to get it back or make a new one I cant find a phone number everything seems overly complicated to try and get help especially when you just lost all your info to a random person that decided they want your acount just to delete it or to harass the people I know puts a bad image on my name",1,0.778947368,0.778947368,0.648969683
96,0.377431422,"Commie propaganda. Facebook has fallen victim to the commie propaganda. They fact check things, without any facts behind it. Hide the truth from the people. Cover for politicians when they mess up. And spread lies they try to push off as facts. You should all be ashamed of yourselves.",0,0.770833333,0,0.642209582
97,0.376397371,"Censorship. It is utterly evil that Facebook is banning certain information that could help save lives or educate the population to question the narrative in masks, vax, natural immunity, or even CDC and FDAs own data that proves harm is being done Evil empire this is.",0,0.762886598,0,0.635588865
98,0.375267714,"Lots of information stolen. Ive reported multiple accounts that are made from people that stole pictures and other information from other people. When its reported, Facebook just talks to our friend  what the heck? Take down the profile thats a hack",1,0.765306122,0.765306122,0.636912511
99,0.373719603,Worst Propaganda App Ever. Dont waste your time. FB censors everything and if you disagree with them or their motives and opinions youll be banned.  And they keep all of your photos and personal information for their use even if you try to delete your profile. No privacy,1,0.767676768,0.767676768,0.638233362
100,0.368545711,Facebook is the real problem. Facebook is a scam. It can be blamed for all the problems facing society today with the number one issue being miss information. If you work for Facebook please find a new job and stop actively contributing to the problem.,0,0.76,0,0.631851028
101,0.368283361,Facebook fact checker. You share post of other peoples and  Facebook block us with up to 3 months without be able to share nothing .,0,0.752475248,0,0.625595077
102,0.36750859,"Facebook manipulates you. Facebook preys on your emotions to get you to use their services more frequently, and for their own profit. Dont be used by anyone. Do not use their services any longer.",1,0.754901961,0.754901961,0.626862792
103,0.365851313,Facebook is a scam. If youve watched the Facebook whistle blower video youll know that Facebook steals and sells your information. Facebook also is responsible for mass genocide and dividing our nation. F Facebook lol get zucced,1,0.757281553,0.757281553,0.628128993
104,0.362484097,"People blackmailing you and online abuse. Recently someone uploaded pictures of my cousin, wrote a long paragraph blackmailing her, degrading her and constantly kept exposing her. We all filed a report for the post but Facebook just kept shoving it in our face that it doesnt go against community standards. Done right there",0,0.75,0,0.622089292
105,0.362194538,"no newsfeed. i haven't been able to see my newsfeeds for more than 3 months. i have reported it every day & there's no record of my reports. i have tried app & desktop. nothing. updated my app. nothing. i even tried uninstalling & reinstalling. nothing. if i can't see my friends updates, what's the point?  what kind of social media is fb if you can't be social with ANYONE? ready to move on to a different source of social media.",0,0.742857143,0,0.616164632
106,0.358114451,Privacy on posts. I do not understand why my privacy option in settings on who sees my posts was taken away. I should not have to go into each post and manually change the audience. I now see why Meta is under investigation. Yet you claim to be so secure for people. Obviously that was a lie.,1,0.745283019,0.745283019,0.61738273
107,0.357589692,"Private accounts. Although I dont use Facebook that often, I seriously do not understand why it is so difficult to private your account. Its like they dont want you to have privacy? Going into every tab and every little crevice of this app just to be able to private my account and I seriously cant find it. So annoying, wish it was easier.",1,0.747663551,0.747663551,0.618600307
108,0.355689496,Privacy Violations. Download your data and you will learn things about you that Facebook shouldnt know.,1,0.75,0.75,0.619816971
109,0.355592132,Privacy. Just look below to all of the data that Facebook uses that is linked to you for their profit.big thumbs down.,1,0.752293578,0.752293578,0.621032353
110,0.355207592,Promotes Human Trafficking and other inappropriate behavior. This company believes they possess the virtual right to promote disgusting behavior. Facebook needs to either fix its privacy issues or get KICKED OFF THE APP STORE.,1,0.754545455,0.754545455,0.622246108
111,0.348408133,Boycott Facebook. Download if you want your personal data sold and shared with 3rd parties,1,0.756756757,0.756756757,0.623457916
112,0.348020017,"Your personal information is opened for sell. Beware, you are like a sell cow in catalog, and facebook selling all information and doesn't care you anymore",1,0.758928571,0.758928571,0.624667475
113,0.346809149,"Major privacy concerns. Besides the annoying repetitive ads, major major major privacy invasion Why would you want Fb to see your offline activity? Sounds psychotic to me They can see everything outside the usage of app such as all private conversations, calls, bank apps, etc. It is a NO for me, mind boggling to say the least.",1,0.761061947,0.761061947,0.625874506
114,0.343482256,"I hate that I need it. Facebook steals all my personal information but because of business, I have no choice but to use it. If youre a manager please try other apps for your work groups.",1,0.763157895,0.763157895,0.627078746
115,0.341813773,"Censorship at its worst. This app censors anything Facebook disagrees with.The app listens to your conversations and then feeds you ads based in what you were talking about.It doesnt show your posts to all of your friends, only a few you interact with most.Its basically useless and now a real community.",1,0.765217391,0.765217391,0.628279952
116,0.341771096,"Facts. Facts dont matter to Facebook, their facts are in a alternate world I knew they were messing up back in the 80s when they closed all the mental institutions, more than half the people on Facebook need to be in a mental institution Facebook allows the employees to stalk people I have one Im waiting on a attorney to call me back",0,0.75862069,0,0.622863746
117,0.338009536,"STUPID SPY APP. I dont even have the real version of FB anyways since certain monitoring services has decided that they dont want my posts to be shared. However, for those that I am able to reach. I needed to put it out there to those platforms and share it with another consciousness. Nope dont need validation, just wanted to make sure things are on record.",1,0.760683761,0.760683761,0.624041694
118,0.336780846,"Lack of Security. Facebook was very quick in notifying that someone else tried to access my account. However, when I tried to report about the issue, nothing happened. Theres no customer service to make sure they are increasing security and privacy.",1,0.762711864,0.762711864,0.625216865
119,0.334920079,Tech support and selling your information. Tech support is horrible not to mention they allow companies to use your information. Facebook is evil on many levels but screening and filtering to their benefit is #1 priority.,1,0.764705882,0.764705882,0.626389042
120,0.328223735,"They dont value Truth. The fact is Facebook has become something I dont think it was ever intended to become, the app is trash, tons of technical issues and these people swear they are rulers of all freedoms. Its okay though because before they know it their perception of themselves will become what truly is, and thats nothing but a freaking social media app. Check your ratings here it speaks for itself.",0,0.758333333,0,0.621169133
121,0.32590428,"Facebook intelligence. Facebook is using my camera, keyboard, restricting and modifying any information or news I receive. Its pretty funny how the number one social media app in the world is a tool to actually limit our human constitutional rights. People need to wake up.",1,0.760330579,0.760330579,0.622319228
122,0.325851381,No privacy. You legit cant uninstall it with some devices and it finds profiles of my family even when I dont add anything in my profile for them to find my family members,1,0.762295082,0.762295082,0.623466571
123,0.325503916,Mike. Facebook has its good points but many more bad points.  The community standards are double standards and seldom do justice to the  community .  Their nudity policy is prudish is more conservative than needed yet they allow perverts to steal photos of children to be used as the thrives see fit without recourse. Their fact checking is biased at best and spreads as much fear and lies as possible. Hopefully soon we could have a platform for friends and family that gets it. May Facebook soon go the way of my space.,0,0.756097561,0,0.618397737
124,0.325219512,"Spreads disinformation. Facebook knowingly allows the spread of dangerous disinformation. They do not remove posts that violate their policies, and they dont remove posts that are detrimental to society, the environment, and democracy.",0,0.75,0,0.613410658
125,0.323401868,Privacy exposure. I advice every Facebook user to delete the app and deactivate their account. I just found out that so many people private messages and pictures are being monitored by the administration. I saw my naked videos and pictures in a database since I started looking into it. A word for the wise is quite sufficient,1,0.752,0.752,0.614519373
126,0.322056472,Bias party and concerning privacy breaches. Avoid facebook. Its only value was the marketplace and the ability to save game data. The measures they take to collect your information is concerning.,1,0.753968254,0.753968254,0.61562611
127,0.321466029,Privacy. The reason for this is because Ive seen myself on peoples pages that I dont even know And I cant make my account private,1,0.755905512,0.755905512,0.616730673
128,0.320826501,Worst social media platform of all time. Facebook has fact checkers that lie and hide real truthful news. They block you from posting for days on end for sharing anything that does not fit their policial agenda.  Their stock has plummeted.  Thank god everyone is leaving.,0,0.75,0,0.611912464
129,0.318370551,Tracking and Stalking. They track everything. Its like having a personal stalker. Why do they need so much info on us? Will not continue with FB. I hope FB dies and Suckerburger loses all his money.,1,0.751937984,0.751937984,0.612997933
130,0.317796141,Facebook SPIES ON USERS. This app used to spy on you and everyone you know.,1,0.753846154,0.753846154,0.614081381
131,0.316476911,"Nothing but Ads. I have a lot of friends and it takes me awhile to update myself on the news feed. The problem is, for every one of my friends post, there's and Ad, and I have been hiding them and they come back. This app should be called Adbook. There's no social media here.",0,0.748091603,0,0.609393737
132,0.314941853,High tech industries spay on you because of Facebook. Facebook is bad it let the highTech company to access personal information. Its supper stupidity,1,0.75,0.75,0.610458936
133,0.313447893,"Censors information, claims to know all truth under the sun. Sick and tired of Facebook censoring posts with valuable information that the public ought to know.  Facebook censors truthful information while boosting falsehoods.",0,0.744360902,0,0.605869019
134,0.312208354,Steals your data to make money. You are their product and they make money out of you. It should not be Facebook it should be called .. you know.,1,0.746268657,0.746268657,0.606916778
135,0.311675608,No privacy. I was checking my privacy sitting and I found out that Facebook has been recording all my web browsers history( Microsoft edge and Google Chrome) be extra careful from this awful platform META,1,0.748148148,0.748148148,0.607962936
136,0.311042637,Tony p. Apple made it so permission is needed to track what I look at on other sites yet its pretty obvious youre not following this. I like what Facebook fundamentally stands for originally but its getting to the point where the constant tracking of everything I look at is getting old how about a reply from you explaining this,1,0.75,0.75,0.609007326
137,0.310787499,Privacy and censorship. Meta has turned into a place with no privacy and no freedom to think for yourself.. it is not a safe place. Your personal information gets shared for their profits. No thank you. I will find another app.,1,0.751824818,0.751824818,0.61004979
138,0.310118169,So much for freedom of speech. I dont understand why we cant post what we want on our own pages when there are pros and cons in every subject But Facebook only allows you to put what they want you to put,0,0.746376812,0,0.605629139
139,0.308534265,Horrible privacy. I cant stress enough how bad mark Zuckerberg and the rest of Facebook is with privacy. Thanks for exposing our credit cards and other data,1,0.748201439,0.748201439,0.606654839
140,0.304174453,DONT USE THIS APP. Not only will they censor what you believe in. Facebook sells your information which can lead to fraud calls or even death threats,1,0.75,0.75,0.607678733
141,0.302459389,Thieves. Facebook is just inherently an immoral company and congealment of people. Zuccerberg has a god complex and his private property and wealth should be expropriated and Facebook nationalized as communications infrastructure,0,0.744680851,0,0.603368955
142,0.298677504,Privacy concerns. FB has become quite the big brother monitoring everything you do it seems-  targeting ads off things it apparently sees and hears you do outside of the app,1,0.746478873,0.746478873,0.604376771
143,0.297861725,nazi lovers. facebook protects nazis and sells all of your private information,1,0.748251748,0.748251748,0.60538289
144,0.296704322,vr. i dont want any of my social media connected to my facebook. it uses my real name which is personal information. it makes everything more difficult on the oculus 1/10,1,0.75,0.75,0.606387175
145,0.296222687,Facebook needs to do better. On facebook if you report something as bad as people leaking your address they dont care. They wont do anything about it.,0,0.744827586,0,0.602205195
146,0.292507648,"The leak of privacy. FB is the worst social media alongside instagram viber and whatsup where you privacy is definitely ruined The only reason Ive been keeping this peace of Zuckerberg is, that Im waiting for something replacement of one from Apple.",1,0.746575342,0.746575342,0.603194031
147,0.292040318,Too much censorship. Who is Facebook to decide what is truthful information or not?  Sounds like censorship to me. Dont appreciate the fact that peoples First Amendment rights are being violated. This used to be a free country. Im not sure what we are now.,0,0.741496599,0,0.599090671
148,0.291241318,Facebook selling our information. Its really bad.,1,0.743243243,0.743243243,0.600064675
149,0.290738076,"Trojan horse. Facebook will become a trillion dollar company because of ALL the information they have on each and everyone of you. Be careful, if its free, you Are the product",1,0.744966443,0.744966443,0.60103717
150,0.28794834,"Censoring everything. A terrible app. I used to be able to share valuable information, now Facebook thinks everything is threat so I can no longer share journalism from people Facebook disagrees with. Horrible.",0,0.74,0,0.597030255
151,0.286918014,no privacy . no privacy for what do you need from,1,0.741721854,0.741721854,0.597988478
152,0.285647869,Dear Facebook. Stop selling my data and info pls,1,0.743421053,0.743421053,0.598945271
153,0.285291016,Privacy Issue. They are selling your data and targeting you with ads. Grave culture within the company.,1,0.745098039,0.745098039,0.599900518
154,0.284703672,Censorship & Propaganda. If your opinion doesnt fit facebooks narrative theyll get involved. Not really social for social media.,0,0.74025974,0,0.59600506
155,0.281016201,Censorship and ads. I dont use Facebook much anymore. Their censoring and phony fact checking ends any discussion of the high-impact issues. Even murmuring to yourself gets you a bunch of ads related to what you murmured about.  I still post pictures of vacation and the dogs.,0,0.735483871,0,0.592159866
156,0.276777595,Zero privacy. Zuckerberg has the money/power to do what he wants with our information think about it,1,0.737179487,0.737179487,0.593089479
157,0.273096621,Invade privacy. It takes some of my information,1,0.738853503,0.738853503,0.594017912
158,0.271687776,They steal too much information. Do your research in what Facebook its bias and unsafe and tracks everything you do kinda like iPhones and Google,1,0.740506329,0.740506329,0.594945054
159,0.271055907,"Spyware. Facebook app is spyware. Just read the privacy section of the app store description for this app, and see for yourself how much this app collects information about and from you.",1,0.742138365,0.742138365,0.595870798
160,0.269571185,facebook is cancer to society. Years and years of user data collection and privacy issues on a platform that caters to instigation and division.,1,0.74375,0.74375,0.596795043
161,0.264711887,Restrictions. Facebook restricts you for what other people say to you honestly needs new people running it,0,0.739130435,0,0.593088242
162,0.263390064,Facebook/Meta. This FB was designed to spy on people.  It has evil roots and everyones info is being gathered to further do damage to our world,1,0.740740741,0.740740741,0.593999677
163,0.262726694,"Steals everything. Facebook just steals all your info , sells it you get nothing but spam and adds in return .",1,0.742331288,0.742331288,0.594909687
164,0.26029411,Breach of privacy. This app makes me feel like my information isnt safe. Like looking through my DMs or something.,1,0.743902439,0.743902439,0.595818179
165,0.257138938,Facebook. Facebook sells your information. Its not a trusted site. Really should dismantled.,1,0.745454545,0.745454545,0.596725066
166,0.256440192,Yikes. The company tracks you and sells your personal information. Plus will censor you like crazy. Good bye free speech,1,0.746987952,0.746987952,0.597630264
167,0.256368816,Fraud. Facebook has always been fake and a big fraud nothing is private so be careful what you post on it,1,0.748502994,0.748502994,0.598533694
168,0.251851767,BoomerBook. Facebook allows bigotry and false information.,0,0.744047619,0,0.594970993
169,0.248864993,Evil to the core. Facebook is trying to delete all their skeletons in the closet right now. servers down hours after Frances Haugen blew the whistle. We may never know the full extent of how bad it actually got over there. May these privacy invading pioneers of misinformation and censorship get what is coming to them at long last.,1,0.74556213,0.74556213,0.595862065
170,0.248556837,"Standards. Facebook is trash, dont let them harvest your personal information like that.",1,0.747058824,0.747058824,0.596751458
171,0.248108149,Intrusive. I dont feel my privacy is valued. But everyone insists on doing everything on Facebook so either I download it or be left out of everything.,1,0.748538012,0.748538012,0.597639098
172,0.247606814,DANGEROUS SPYING WITHOUT USER PERMISSION. Pretty gross how Facebook was recently proven to collect plenty of user data without your permission and then use it against you,1,0.75,0.75,0.598524918
173,0.244454876,"Im deleting Facebook. Facebook has become way too invasive, and sells your personal information. Delete this crap basket while you can. I am.",1,0.751445087,0.751445087,0.599408849
174,0.241922632,privacy. Its have zero privacy,1,0.752873563,0.752873563,0.60029083
175,0.239612326,"Tyrannical. Facebook is a left wing, free speech hating platform that censors the truth. They also sell your personal information.",1,0.754285714,0.754285714,0.601170801
176,0.231201947,Facebook is liberal garbage. They sell your private information. Dont download this crap.,1,0.755681818,0.755681818,0.602048705
177,0.229922205,No privacy. I do not trust this social media site.,1,0.757062147,0.757062147,0.602924487
178,0.22695677,Its Facebook. They want to sell your personal data and ruin your life.,1,0.758426966,0.758426966,0.603798096
179,0.2262256,No privacy. I wouldnt download useless you want to be tracked by Facebook,1,0.759776536,0.759776536,0.604669484
180,0.226116106,I just hate Facebook. Its about privacy. At this point Im using it because forced by coworker and my job.,1,0.761111111,0.761111111,0.605538604
181,0.226114511,Invasion of privacy. Too much personal information being exploited,1,0.762430939,0.762430939,0.606405413
182,0.206370965,Help me understand. Why do I need to provide my card information to redownload Facebook? I dont make purchases from it so why does it need my account information to login???,1,0.763736264,0.763736264,0.607269868
183,0.206016004,"Scammers Allowed. Even if you report a fake profile, Facebook will do nothing. So many scammers",0,0.759562842,0,0.603951453
184,0.203289196,"Dictature. This Facebook with media control is just like a dictator, I m thinking that I can find my way on informations without this fake news Covid",0,0.755434783,0,0.600669109
185,0.201980114,Liability. Facebook censored information about the origin of Covid and actually banned users for speaking the truth.I would give Facebook zero stars if I could.,0,0.751351351,0,0.597422248
186,0.200094596,Review of Facebook. Their censorship and marketing of your personal information is highly unethical,1,0.752688172,0.752688172,0.598257012
187,0.19722186,"Social Media. Facebook is trash, your life will infinitely be better once you remove it from your mobile device.",0,0.748663102,0,0.595057776
188,0.188511848,Privacy Nightmare. Facebook wants way too much control over my phone and tracks a disturbing amount of data for what should essentially be just a web browser. Super creepy.,1,0.75,0.75,0.595881937
189,0.181978494,"Facebook is garbage. You are the product, not the customer.",0,0.746031746,0,0.592729122
190,0.17499648,No privacy. My page has been hacked twice Thad it thats all done with Facebook its a scam,1,0.747368421,0.747368421,0.593543013
191,0.16848056,Censorship. Facebook will censor your communications and inundate you with leftist propaganda.,0,0.743455497,0,0.590435458
192,0.168044373,Need to fine another place. Facebook is not safe for privacy,1,0.744791667,0.744791667,0.591239397
193,0.164303496,. Promoting ones on agenda by using bogus fact checkers that need their own facts checked. Facebook is run by fascists.,0,0.740932642,0,0.58817598
194,0.16332005,Sensorship. Facebook deactivated my account because I said this Imagine spying on the trump campaign then lying to the American people about it.,0,0.737113402,0,0.585144146
195,0.162162021,"Censorship, Propaganda and Ads. Facebooks main product is their users time. Its getting old.",0,0.733333333,0,0.582143406
196,0.161287308,Trash. Facebook is trash. They sensor your freedom of speech. F**k Facebook,0,0.729591837,0,0.579173287
197,0.144721597,No privacy. Also they dont watch the content close enoughLots of inappropriate content that is not taking down even if reported,1,0.730964467,0.730964467,0.5799438
198,0.126900062,"Untrustworthy. Facebook is creepy, immoral.",0,0.727272727,0,0.577014791
199,0.118637972,Privacy is Nonexistent. I am hoping to see Facebook broken up.,1,0.728643216,0.728643216,0.577776743
200,0.098644227,Too much publicity. Facebook is a tool for selling and censorship,0,0.725,0,0.57488786
