id,socre,doc,result,Precision,,AP
117,0.480595648,"Facts. Facts dont matter to Facebook, their facts are in a alternate world I knew they were messing up back in the 80s when they closed all the mental institutions, more than half the people on Facebook need to be in a mental institution Facebook allows the employees to stalk people I have one Im waiting on a attorney to call me back",0,0.803418803,0,0.743086927
118,0.480069727,"Im deleting Facebook. Facebook has become way too invasive, and sells your personal information. Delete this crap basket while you can. I am.",1,0.805084746,0.805084746,0.743612332
119,0.479249626,"Customer support. I enjoy Facebook. But the customer support is crap. Then ensuring your safety and privacy is a lie. I had my Facebook hacked and so have a bunch of other people. There is no way to directly contact someone and even though several people have reported my Facebook as hacked they still have not done anything about it. The guy who hacked my Facebook is conversating, laughing, and messing with my friends and family including my kid. Thinking this who thing is a joke. I have personal information on my Facebook and they are not protecting my privacy. I am scared for my safety and the information he most liky accessed including my home address. They need to figure out a better system and take care of issues like this immediately. They want to kick people off for petty issues but will not help resolve important issues. Facebook is a good way for keeping in touch with family and friends but they do not ensure your safety or privacy like they say they do.",1,0.806722689,0.806722689,0.744142671
120,0.478317201,Its not about The People. Facebook is stripped you of your freedom of speech thought and individuality they sell your information its all about screwing the people we are nothing but a $ .. Im a 90 day Facebook prisoner veteran for being funny if youre sensitive and dont like one person is talking about or saying youre joking Ill get the f%$@# off my page simple . But no you need to create a profile but its not yours its Facebooks within a minute to you since are you and sell u . Negative the big bang and thats what I read this please,1,0.808333333,0.808333333,0.744677593
121,0.477965444,"Data Mining. Facebook mines your datas and sells it to Cambridge Analytica to use for targeted advertisements and more. Anything you put on there is up for grabs. Be careful. Ive deactivated for a few now and suggest all of you to do the same. They now change their name to Meta to try to leave their sketchy past behind them, but dont be fooled, they are not changing their practice at all. It just goes down hill from here. Be Warned.",1,0.809917355,0.809917355,0.745216765
122,0.477584839,Facebook SPIES ON USERS. This app used to spy on you and everyone you know.,1,0.81147541,0.81147541,0.745759868
123,0.477210224,No privacy. I do not trust this social media site.,1,0.81300813,0.81300813,0.746306602
124,0.475969464,Not forthcoming on the apps privacy risks. Facebook is supporting human trafficking. We have been trying to locate my sister that has been trafficked through Facebook overseas. Facebook has been non compliant with authorities in our investigation. Facebook is a criminal enterprise.,1,0.814516129,0.814516129,0.746856679
125,0.475143701,Restrictions. Facebook restricts you for what other people say to you honestly needs new people running it,0,0.808,0,0.740881826
126,0.47325179,"SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. SELLS YOUR PERSONAL INFORMATION TO EXTORTIONIST. NO MORE SOCIAL MEDIA FOR ME, THAT INCLUDED WHATSAPP AND INSTAGRAM.",1,0.80952381,0.80952381,0.741426603
127,0.47306028,privacy. Its have zero privacy,1,0.811023622,0.811023622,0.741974611
128,0.472956747,"Censorship at its worst. This app censors anything Facebook disagrees with.The app listens to your conversations and then feeds you ads based in what you were talking about.It doesnt show your posts to all of your friends, only a few you interact with most.Its basically useless and now a real community.",1,0.8125,0.8125,0.742525591
129,0.472119957,"Censoring everything. A terrible app. I used to be able to share valuable information, now Facebook thinks everything is threat so I can no longer share journalism from people Facebook disagrees with. Horrible.",0,0.80620155,0,0.736769579
130,0.471643388,"Photos. Our photos should be private not for everyone to see. And freedom of speech shouldnt be censored. We have a right to speak our minds. If what people post isnt true then you/Facebook shouldnt allow it. And if it is then you shouldnt have fact checkers marking it as false. Sad world we live in when social media, isnt social media no more.",1,0.807692308,0.807692308,0.737315138
131,0.471505523,Read. Facebook used to be great and simple of course there would be a few bugs and things but it wasnt bad the algorithm has gone awful you cant make things private anymore you used to be able to keep your personal things personal and not just entirely public even though it is a public app there should be better limitations especially for peoples family you should have better options for what you can and cannot do you used to have a choice now its either put everything out there or nothing at all i myself have used it for years its sad to see it go so far downhill and many other people have said so and its still going unnoticed facebook do better if your going to download it you should know the risks upfront,1,0.809160305,0.809160305,0.737863574
132,0.469973654,"They dont value Truth. The fact is Facebook has become something I dont think it was ever intended to become, the app is trash, tons of technical issues and these people swear they are rulers of all freedoms. Its okay though because before they know it their perception of themselves will become what truly is, and thats nothing but a freaking social media app. Check your ratings here it speaks for itself.",0,0.803030303,0,0.732273699
133,0.464628071,Facebook is trash. Facebook lies Facebook sells your data Facebook manipulates people by show them false information that fits there agenda but when you actually give out real facts and real studys they ban you for false information or dangerous individuals all facebook does is brainwash the masses and take away our rights. Facebook thinks they are so powerful they can do whatever they want like take away your first amendment rights of freedom of speech because it doesnt fit the narrative Facebook doesnt let you participate in the second amendment you try to show anything related to the second amendment and your banned for violence. Facebook is a evil communist controlled ap used  to takeaway our rights alone with Instagram and Twitter none of them allow the truth to be told all of them want world control,1,0.804511278,0.804511278,0.732816839
134,0.464598119,No privacy. My page has been hacked twice Thad it thats all done with Facebook its a scam,1,0.805970149,0.805970149,0.733362759
135,0.46392256,"HAD TO COME BACK AND GIVE ANOTHER 1 star REVIEW. Facebook use to be a place where you can be yourself, express yourself, and have fun on a ENTERTAINMENT APP. Facebook not even for entertainment anymore. They take everything extremely too serious. You cant quote anybody especially if they say something thats out of the regulations of Facebook. Facebook use to be a app I use to come to for entertainment and JUDGEMENT FREE zone. Now I dont even feel safe with posting. If you re share a post that was false information but you didnt know, they put your account in warning or restricted status. SINCE WHEN DID FACEBOOK BECOME SO SENSITIVE????",0,0.8,0,0.727930442
136,0.46192497,"Ok but it wants to know my personal informations. This app wanted to know what my personal informations are. I only used it to find my family (my Moms side families), but someone is trying to bully my family and me. I wanted her (Heidi) to be removed off from FB, so my family and I would be safer.",1,0.801470588,0.801470588,0.728471178
137,0.460787475,"Negative 5 stars  WARNING. Stay away from this app and messenger.Do you think messenger is private?Think again, Facebook monitors all conversations.If they have your credit card information, they will sell it.They look at your private photos.Nothing is private.This is a corrupt company that should be shut down.DO NOT GET THIS APP or ANYTHING ELSE that has any affiliation with FACEBOOK.",1,0.802919708,0.802919708,0.729014598
138,0.460763365,Censorship & Propaganda. If your opinion doesnt fit facebooks narrative theyll get involved. Not really social for social media.,0,0.797101449,0,0.723731884
139,0.459064126,Should be called spy book. All they do is spy on you selling your information to other companies. As soon as you look something up you start seeing advertisements on Facebook immediately for what you just looked up. If you disagree with anything they say they claim you go against community standards and put you in jail. But they dont absolutely describe what the community standards are as they change minute by minute.,1,0.798561151,0.798561151,0.724270224
140,0.458631277,Facebook Protects Stalkers. I feel like either Facebook needs to take away the option of seeing other people watch your profile stories or show you whos watching your profile stories because at this point I have consistent viewers that say others watched your story its worrisome because who are these ppl and why do they watch all of my posts ??? Facebook aides stalkers in stalking,1,0.8,0.8,0.724811151
141,0.458174378,"Lack of Security. Facebook was very quick in notifying that someone else tried to access my account. However, when I tried to report about the issue, nothing happened. Theres no customer service to make sure they are increasing security and privacy.",1,0.80141844,0.80141844,0.725354465
142,0.457593381,Horrible when requesting help. My account was hacked and all the options they gave was no help. Once people change your profile information there is nothing Facebook does. Ive never seen a company have no tech help you can call foe assistance. If there is a phone number it is not easy to find. I will limit my Facebook use to next to nothing outside of a Facebook live video that is done. But outside of that I will not recommend fb to anyone and will warn everyone I know.,1,0.802816901,0.802816901,0.725899975
143,0.455106288,"Cesspool of Lies and Fake news. Cesspool of lies, politics, fake news, threats, sex and pornography, illegal immigration business and people fighting over their own 2 cents, political views and personal feelings. This social media can be used for so many illegal activities. I once reported an account of my friend that was made a copy and have been requesting us to accept her friend request and been asking for money but she said its not actually her and its been using all her details from name to photos. So what we did was report it to Facebook and the Goddamn reply was this dis not go against Facebook policy That blew me off",1,0.804195804,0.804195804,0.726447498
144,0.454595715,Privacy. The reason for this is because Ive seen myself on peoples pages that I dont even know And I cant make my account private,1,0.805555556,0.805555556,0.72699686
145,0.453694791,"The Truth. All that Facebook cares about is money and not the safety of us and the Facebook community. Mark Zuckerberg, bull$%+ all you want. You know the truth and what youve done, but you cant confess or address the problem. Why? Because YOU are the problem If Facebook must be shutdown, so be it. Shame on you Mark, youre the worst CEO of this social media platform You just got exposed from a whistleblower",0,0.8,0,0.721983088
146,0.453201324,Evil to the core. Facebook is trying to delete all their skeletons in the closet right now. servers down hours after Frances Haugen blew the whistle. We may never know the full extent of how bad it actually got over there. May these privacy invading pioneers of misinformation and censorship get what is coming to them at long last.,1,0.801369863,0.801369863,0.722526833
147,0.452956885,No privacy. Also they dont watch the content close enoughLots of inappropriate content that is not taking down even if reported,1,0.802721088,0.802721088,0.723072373
148,0.452611953,"Scammers Allowed. Even if you report a fake profile, Facebook will do nothing. So many scammers",0,0.797297297,0,0.718186748
149,0.452324867,Too much publicity. Facebook is a tool for selling and censorship,0,0.791946309,0,0.713366703
150,0.452050507,So much for freedom of speech. I dont understand why we cant post what we want on our own pages when there are pros and cons in every subject But Facebook only allows you to put what they want you to put,0,0.786666667,0,0.708610925
151,0.452029616,Show the Others. To many updates for Facebook to not be able to show the others that view your stories. Facebook show the others name so we can know who is watching us,0,0.781456954,0,0.703918138
152,0.451905847,Censorship. Facebook will censor your communications and inundate you with leftist propaganda.,0,0.776315789,0,0.699287097
153,0.451364636,No privacy. You legit cant uninstall it with some devices and it finds profiles of my family even when I dont add anything in my profile for them to find my family members,1,0.777777778,0.777777778,0.699800108
154,0.451356024,Evil company. If you dont know it yet you will know it Soon Facebook is an evil company that thrives off of using people to get what they want If you get all your news from Facebook you are a lost soul. Wake up because Facebook is pushing the evil narrative that will hold you and your family down for decades if you dont stand against them They do not care about you or anybody under them and they will run you over with no blink of an eye,0,0.772727273,0,0.695255952
155,0.449224442,"STUPID SPY APP. I dont even have the real version of FB anyways since certain monitoring services has decided that they dont want my posts to be shared. However, for those that I am able to reach. I needed to put it out there to those platforms and share it with another consciousness. Nope dont need validation, just wanted to make sure things are on record.",1,0.774193548,0.774193548,0.695765226
156,0.447989076,Corrupt. Basically a way for women to sell their bodys. I tried reporting a 13 years olds explicit photos that were going viral and they report said it wasnt child pornography? Excuse me like what? Its a underage girl exposing her body for the world and Facebook doesnt find that inappropriate? People can find you using your phone number email or name and none of your info can ever just be kept private.  I had a women call my job one time and pretend to be me because Even tho my information and account is private you can still see where I work my birthday my email and my profile and cover art. They need to relearn the definition of privacy.,1,0.775641026,0.775641026,0.696277251
157,0.445607781,American-patriot. Facebook is a criminal organization who will use our information to spy and find who we are so they can censor everything we say know all about us because of our pictures and everything we say,1,0.777070064,0.777070064,0.696791855
158,0.445114672,Worst Propaganda App Ever. Dont waste your time. FB censors everything and if you disagree with them or their motives and opinions youll be banned.  And they keep all of your photos and personal information for their use even if you try to delete your profile. No privacy,1,0.778481013,0.778481013,0.697308875
159,0.444307804,"Privacy Problems. Ive been using Facebook for years but however, this past year Ive been having nonstop privacy problems where my Facebook account keeps getting hacked through Facebook Messenger, at first youll get sent a message with something like Look who died and a link with it that allows hackers to hack your account even if you dont open the link theres no way to protect your account it happens constantly Ive changed my password for my Facebook and email constantly for this security reason and my account with thousands of other people still get hacked the creators of Facebook has done an outstanding job with their security for Instagram but not for Facebook.""""",1,0.779874214,0.779874214,0.697828154
160,0.443883568,"Nothing but Ads. I have a lot of friends and it takes me awhile to update myself on the news feed. The problem is, for every one of my friends post, there's and Ad, and I have been hiding them and they come back. This app should be called Adbook. There's no social media here.",0,0.775,0,0.693466728
161,0.443614215,"CUT OUT THE DRAMA. Remove the following online activities and behaviors immediately. 1. Harassment, discrimination, retaliation.  2. False reports, attention-seeking.3. Scams and cons.4. Require identity verification and background checks for those new users or current users who knowingly abuse their privileges to use Facebook and its affiliated platforms to abuse other users, groups, businesses, or government offices; and vice versa. 5. Implement a zero tolerance policy for any and all violations of these mandatory new requests to Facebooks policies and procedures. 6. Permanently stop tracking all current and new users whether they opt-in or out of Facebook tracking. 7. Implement secure biometric login utilizing all the current mobile and computer manufacturers individual device biometric settings. 8. Improve the overall security and privacy of Facebook and its affiliated platforms to enhance the experience for all users regardless of age, cyber-knowledge, or frequency of social media platform usage.",1,0.776397516,0.776397516,0.693981826
162,0.442519665,"This is a problem. Why are other people allowed to share MY post/photo but I cant see it because of THEIR privacy settings? How does that make any sense when its my content to begin with? How do I know Im not being bashed or made fun of? If someone shares my stuff, I should be able to see it. Period. Bye.",1,0.777777778,0.777777778,0.694499085
163,0.44180122,"IT COULD BE REAL SIMPLE. Simply let the PEOPLE decide who and what THEY do & dont want to see & hear,.... the PEOPLE can Delete & Block.     The only thing FB needs to control, is abject violence and sexuality, - visuals of any torture, visuals of any sex-act.   The rest is up to the PEOPLE,.... let the ACCOUNTS/USERS  eliminate bad language, and ugly politics, and advertisements, and extremisms, from THEIR OWN TimeLine & NewsFeed.      FaceBook need NOT spend any extra time & money on censorship;    YOUR (FB) personal opinions are unwanted.   Let your CUSTOMERS make these decisions",0,0.773006135,0,0.690238354
164,0.441800117,. Promoting ones on agenda by using bogus fact checkers that need their own facts checked. Facebook is run by fascists.,0,0.768292683,0,0.686029584
165,0.438038796,"Propaganda From A Billion Dollar Corporation. I just want to see the people that I followed/liked/friended, and can tolerate ads, but facebook has now intrusively decided that I dont known anything about American History or Climate Change and that they need to quiz me on it in the middle of my feed. Who cares? This is a social media app, not a political or educational one. Finally going to delete my account.",0,0.763636364,0,0.681871829
166,0.437898815,"FB has gone down hill. Interesting how Facebook can link all your personal data to everything out there leaving you wide open, but when it comes to censoring information ? They try to force their beliefs and opinions  on you that are not based on facts or science.  They rely on Google for information? Google is also owned and controlled by those with an agenda. Dont believe me? Learn how to research. Its the epitome of hypocrisy.  Facebook cannot differentiate between real journalism and hyperbole and try to force their opinions on you. How old do you have to be a FB user and yet we are treated like 5 year olds. Punishments are common for posting against their political ideologies disguised as community standards. Whose community? Not mine.   It is mind blowing how some can be fooled by the floral language. Seems like Facebook is owned by the Chinese Communist Party. So sad. Communism paints a glorious picture of living in an ideal society but history proves time and again that dictators love control, power, and oppressing those beneath  them.   If I could give negative stars, I would.",1,0.765060241,0.765060241,0.682372964
167,0.437585384,vr. i dont want any of my social media connected to my facebook. it uses my real name which is personal information. it makes everything more difficult on the oculus 1/10,1,0.766467066,0.766467066,0.682876521
168,0.436571956,Invade privacy. It takes some of my information,1,0.767857143,0.767857143,0.683382358
169,0.436373621,"Stirring the cauldron of hate. Facebook and Mark Suckerberg care nothing about you, despite what they might say. They dont care about your privacy, they dont care about the pandemic or the political dangers from extreme right, despite the fact that these things are cancers in our society right now. They dont even care about foreign intervention in our countrys institutions. They will do the bare minimum when they are called out by Congress or start feeling the heat from their advertisers, but lets face it: They just dont care about anything but money and power. As long as you understand that, make your own decision on whether you want to use any of their apps. Im so tired of seeing cultural bloodbaths in the comments section of every post, and tired of them lying about their privacy policies while continuing to collect and sell as much data as they possibly can, I finally broke the habit and scrubbed all Meta apps from my iPad, iPhone, and iMac. No more Suckerberg in my life.",1,0.769230769,0.769230769,0.683890337
170,0.435918748,"People blackmailing you and online abuse. Recently someone uploaded pictures of my cousin, wrote a long paragraph blackmailing her, degrading her and constantly kept exposing her. We all filed a report for the post but Facebook just kept shoving it in our face that it doesnt go against community standards. Done right there",0,0.764705882,0,0.679867453
171,0.433894902,"Allows scammers and porn. Ive seen porn and links to porn sites and masses of scammers posting ads for spell casters, catfishyou name it. Any scam or fake or inappropriate garbage is all over Facebook. & if you call them out, YOU get your account restricted (fb jail) like I did What logic. Facebook is garbage and whatever will become of the new Meta is a huge mistake. Delete it altogether, PLEASE",0,0.760233918,0,0.675891619
172,0.433651,"Ehh. Ive been using Facebook religiously since 2009, back in July someone hacked my Facebook and Instagram, since they were intertwined, and there was NO physical way for me to get it back since they changed my email, password, and number. When reported I get a notification on my new facebook saying that someone reported the profile because theyre claiming/ pretending to be me but then yall reply saying that they are me and they didnt cross any community guidelines. They had been sending a picture of my drivers license to people through messenger trying to scam them and Ive received messages being cussed out because my old profile ripped them off. Really only keeping it around because thats how I keep up with friends since theyve gone all over the place since graduation. I lost pictures, conversations with friends that have passed, and things that Ive been sharing/ memories I had made as statuses over the last 12 years. If yall want it poppin like it use to be, you need to take what complaints are out there into consideration and fix it. Also need to monitor for scammers when reported and do something about it.",1,0.761627907,0.761627907,0.676390086
173,0.432957768,"Censorship. It is utterly evil that Facebook is banning certain information that could help save lives or educate the population to question the narrative in masks, vax, natural immunity, or even CDC and FDAs own data that proves harm is being done Evil empire this is.",0,0.757225434,0,0.672480317
174,0.43251726,"Lots of information stolen. Ive reported multiple accounts that are made from people that stole pictures and other information from other people. When its reported, Facebook just talks to our friend  what the heck? Take down the profile thats a hack",1,0.75862069,0.75862069,0.672975377
175,0.432109177,"Help me out. Facebook, you can change the culture, facilitate revolutions in foreign countries, influence US elections, and be the sole arbitrator for what content can be seen on your communication tool that is used by millions around the globe, but you cant help me to regain access to my FB account that has been hijacked by someone using a hotmail account despite my following all of your protocols.",1,0.76,0.76,0.67347266
176,0.430609554,Facebook needs to do better. On facebook if you report something as bad as people leaking your address they dont care. They wont do anything about it.,0,0.755681818,0,0.669646111
177,0.428510547,Mike. Facebook has its good points but many more bad points.  The community standards are double standards and seldom do justice to the  community .  Their nudity policy is prudish is more conservative than needed yet they allow perverts to steal photos of children to be used as the thrives see fit without recourse. Their fact checking is biased at best and spreads as much fear and lies as possible. Hopefully soon we could have a platform for friends and family that gets it. May Facebook soon go the way of my space.,0,0.751412429,0,0.6658628
178,0.428349704,"Im only giving Facebook one star and only to write this review. This is a Public service announcement and a review about Facebook the company better known as Facebook has flagged my email and has disabled my account for no reason at all. Example I went two whole weeks without using Facebook messenger or any associated app or website, I was dormant in using the app and as soon as I logged in I was logged back out automatically and notified I violated their community guidelines. Once I was put on notice I had the option to file a request for a  review of my account where I was then asked to upload a picture of my photo ID, so I managed to regain access to delete that account and created a new account under a different email and two days later was automatically signed out of my account  yet again and was notified that I was using multiple accounts and had to confirm the account I had deleted or permanently loose the account I had just made. I would not recommend this social platform for anybody because they track you using GEO location on your phone, monitor your microphone, and camera, and watch you 24/7  they require your physical address, phone number, and email, they require you to upload a photo ID or birth certificate. Meta previously known as Facebook is in association with 3rd party corporations in China where they take all data collected on you and sell it to big businesses and profit off your rights to use their services. They monitor each like, comment, and message made through Facebook app or messenger. It is not safe and idk why its even legal to use in the United States. As far as Im concerned Facebook is a CIA platform and is only free to the public to monitor and track each person online. They even monitor you when you arent using their app. As long as you have the app downloaded on your device regardless online or offline they still watch and monitor you, they track your microphone and your camera so Id be advised and delete the app, go to something else like MySpace, or something.",1,0.752808989,0.752808989,0.666351261
179,0.427166194,Trash. Facebook is trash. They sensor your freedom of speech. F**k Facebook,0,0.748603352,0,0.662628629
180,0.42402187,Worst social media platform of all time. Facebook has fact checkers that lie and hide real truthful news. They block you from posting for days on end for sharing anything that does not fit their policial agenda.  Their stock has plummeted.  Thank god everyone is leaving.,0,0.744444444,0,0.658947358
181,0.423701555,"Untrustworthy. Facebook is creepy, immoral.",0,0.740331492,0,0.655306765
182,0.420371175,"Left leaning. Facebook collects too much information on its users. Also censors what THEY deem false information yet doesnt give the user any room to prove their argument. Labeling content false for all to see.   This is supposed to be a social platform, NOT a newspaper",1,0.741758242,0.741758242,0.655781773
183,0.418628871,Facebook from George Orwell. This site is politically biased and will censor anyone with a opinion that varies from the globalist agenda they will allow you to be threatened insulted and allow your image and info to be taken and used against you there is little or no customer support and they encourage harmful content as long as it pushes their views,0,0.737704918,0,0.652198266
184,0.416282326,Facebook. rose: The App says enjoy your friends and community privately thats a flat out lie Facebook used to be great but now it is used by the Government to spy on you and say what you can and cannot post you cant even make a joke anymore. All of the community standards people are foreigners and Obamas and Biden people since when did a Social media site that people communicate with their family and friends become a government controlled tool its appalling I really enjoyed Facebook to share with my out of town family I joined when it first came available they totally ruined it. I get scolded for everything I made a joke to my sister they banned me It has been taken over by the government and you cant post or say anything this should be against the law Then when you find another free site they take it down its sick They even spy on your messenger,0,0.733695652,0,0.648653711
185,0.415669352,Privacy Issue. They are selling your data and targeting you with ads. Grave culture within the company.,1,0.735135135,0.735135135,0.649121178
186,0.414583176,"Really????. Really Facebook? Now your popping up a box to share a world wide news story to a closed private group. First I don\'t need to be told to share or not. I\'m old enough to decide that for myself. Secondly if I shared a news story to a private group that has nothing to do with that group, it would be deleted and I would be kicked out of the group. What a stupid stupid recommendation. Get with it.",0,0.731182796,0,0.645631279
187,0.413512886,Privacy and censorship. Meta has turned into a place with no privacy and no freedom to think for yourself.. it is not a safe place. Your personal information gets shared for their profits. No thank you. I will find another app.,1,0.732620321,0.732620321,0.646096461
188,0.412701219,"no newsfeed. i haven't been able to see my newsfeeds for more than 3 months. i have reported it every day & there's no record of my reports. i have tried app & desktop. nothing. updated my app. nothing. i even tried uninstalling & reinstalling. nothing. if i can't see my friends updates, what's the point?  what kind of social media is fb if you can't be social with ANYONE? ready to move on to a different source of social media.",0,0.728723404,0,0.642659778
189,0.412173599,"They need to protects the users more. Yeah the amount of scammers and hackers on there is unreal, and I recently lost my Facebook to a hacker and now I just have no idea how to get it back or make a new one I cant find a phone number everything seems overly complicated to try and get help especially when you just lost all your info to a random person that decided they want your acount just to delete it or to harass the people I know puts a bad image on my name",1,0.73015873,0.73015873,0.643122735
190,0.404450953,Privacy on posts. I do not understand why my privacy option in settings on who sees my posts was taken away. I should not have to go into each post and manually change the audience. I now see why Meta is under investigation. Yet you claim to be so secure for people. Obviously that was a lie.,1,0.731578947,0.731578947,0.643588294
191,0.394994229,Breach of privacy. This app makes me feel like my information isnt safe. Like looking through my DMs or something.,1,0.732984293,0.732984293,0.644056336
192,0.386433035,"Facebook is just awful now. *UPDATE* after going through the annoying ad section THAT YOU CANNOT TURN OFF I have hidden over 3 thousand ads...and guess what..literally every three posts..every three..there is an ad. And I am talking about very specific stuff Ive talked about in messages like texting and Facebook messenger. So what happened to them not datamining us? Sucker burger is nothing but a lying nazi who is stealing peoples information and selling it to advertisers First of all when Facebook dating came out I LOVED it, 100% better then any other site Ive used. But now me and 100s of others have been getting the error its not you, its us or try taking a break. I would come on after 1-2 days and click like on one person and instantly get that error. Ive uninstalled the app, updated the app, logged out and in, cleared the cache and still have it after a week. USELESS Second the people who run the app of looking at the reports are useless, there was a picture of a penis on my news feed and when I reported it I got a this doesnt go against community standards. People posting brand new pages that are completely fake, advertising they are a celebrity or doing a give away and to give their credit card info. Facebook allows people to be scammed and their support team will allow these pages to stay up and will not take the reporting seriously. Third which is the biggest...THE ADS Oh god there is at least 3 ads in everyones videos, literally every time you scroll down after 3 posts from friends there is a sponsor ad. There is NO option to hide all ads, no option to skim them down. They have a section where you can hide certain ads but guess what...the moment you do that it will replace that ad with another one. This site clearly still is using peoples private information, its allowing people to get scammed and its allowing people to make threats, post nudity and pick and choose what to ban. Actually my friends account got banned for saying god bless your family and he was banned for a week. I told him he should make a law suit against Facebook for religious sensory This app has went downhill more and more, something needs to be done about this crappy social network.",1,0.734375,0.734375,0.644526746
193,0.383291811,"Its all about collecting personal data. I just created a profile after months. I deleted my old account as I felt fb was into my life too much. Plus most of the suggestions were very segregated as I only had access to people who look like me despite the diversity in my personal life. I had my old account since 2015. Anyways, I created a profile just 20 minutes ago. I put a facebook cover up of my business like Ive always done in the past. Didnt put a profile pic up yet as I wanted to put one up that was really liked. I modified some settings and decided Ill come back after a break to finish. Facebook sent me an e-mail 5 minutes after signing out saying my account was disabled for breaking community guidelines. There are so many ways to connect with people in the world without this platform. If I immediately posted all of my personal information I guarantee my profile would still be up and running. These big sell out companies show their true colors every time. I dont take this personal and happy facebook did me a favor.",1,0.735751295,0.735751295,0.644999412
194,0.381383568,BoomerBook. Facebook allows bigotry and false information.,0,0.731958763,0,0.641674673
195,0.379703492,Yikes. The company tracks you and sells your personal information. Plus will censor you like crazy. Good bye free speech,1,0.733333333,0.733333333,0.642144717
196,0.379586518,"Dictature. This Facebook with media control is just like a dictator, I m thinking that I can find my way on informations without this fake news Covid",0,0.729591837,0,0.638868468
197,0.372742236,Invasion of privacy. Too much personal information being exploited,1,0.730964467,0.730964467,0.639335961
198,0.369944334,"What gives?. I was sent inappropriate pictures by a male pretending to be a female the other day and I reported the account as a fake account and was told you will not do anything about it? I have reported a few different accounts now and one thing that always bugs me is that I can not give a reason as to why i feel the account needs to be reported outside of your very limited select one option choices.I am one of many people who do network marketing as well as use fb as a way to keep up with my friends and family, I would greatly appreciate it if you could actually fix your bugs and stop allowing your political standings to be a part of deciding what is and isnt allowed to be posted/deemed as reason to report accounts. I agree with many of the other complaints, that Facebook used to be a fun place where i could share my thoughts and rant on whatever i wanted to without fear of (will this be accepted by their political mindsets?) politics should not be able to run a social media platform like this, especially one that is supposed to be a safe place for all. Get your act together Facebook.Also can you do something about the bugs??? Fb is taking forever to load and comments are not posting plus I cant react to anything at all in my newsfeed .",0,0.727272727,0,0.636106991
199,0.36639297,"Leave us alone. I think Facebook has the nosiest staff. I guess thats why they work for Facebook. I dont want to see your incompetent fact checking. I dont care how celebrities feel about covid, masks or vaccines. I dont need a covid info fact sheet every time someone is sick. WE ALL KNOW ALREADY Unless someone has been living under a rock for the last year and a half, we already know You are tech people- not scientists, not social workers, not doctors, stick with what youre good at - tech and playing video games in your mamas basement.",0,0.72361809,0,0.632910474
200,0.354684174,Violations of Privacy for Starters. Be careful what you Google. I googled a mild anti-depressant. Then my feed was flooded with all kinds of anti-depressant ads suicide health info etc. Why do I get ads for dating apps when my profile says Im married?I got 2 warnings in 1 day. One was from a private group I created 2 years ago a support group for sp ed parents. It never took only a few posts in it and then it was dormant for over a year. I got a warning over this and there was nothing that bad in it. Conversation I had been going on all day and my friend was out to dinner and it continued on FB and others jumped in. I made the last comment there are many laugh emojis. I was told it went against their standards and they removed it. I follow 2 politicians. I see the nastiest stuff but they dont do anything about that. I reported when I saw that someone called someone s fng c. Checked a couple days later. Still there   If you see an item such as a T-shirt you look at then flooded with more T-Shirt ads I purposely cut my friends list down to just under 60. Enough of the drama. I staying in touch with friends and family not in the area and local family during the pandemic. Sharing pictures. Constantly have to scroll to find this. I was staying on Bc our school PTO puts out info or parents can ask questions.Are they even violate the privacy of that Public schools To answer someone above there is no technical support. You have to try to find the answer on the Internet.Maybe instead of spending so much time in feeding our privacy they could use that time more wisely and create technical support. Im done as soon as my family and I find a better way to stay in touch. Looking like text/email.Instagram is better but not by much,1,0.725,0.725,0.633370921
